en,de,article
"| Why do my people have contracts assigned to them for a shorter period than before, following a mass update? | If you assign a configuration item to a person that exceeds the processing period, there may be periods without assignment.<br>Example: A person has a contract assignment from 1 March to 31 May. You enter a new validity period from 1 March to 15 April. After the mass update, there will be no assignment between 16 April and 31 May. |","| Warum sind meinen Mitarbeitern nach einer Massenbearbeitung Verträge für eine kürzere Zeit zugewiesen als davor? | Wenn du einem Mitarbeiter ein Konfigurationselement mit einem Zeitraum zuweist, der länger ist als der Gültigkeitszeitraum, kann es zu Zeiträumen ohne Zuweisung kommen.<br>Beispiel: Einem Mitarbeiter ist ein Vertrag zugewiesen. Die Zuweisung ist vom 1.&nbsp;März bis 31.&nbsp;Mai. Du gibst einen neuen Gültigkeitszeitraum vom 1.&nbsp;März bis 15.&nbsp;April ein. Nach der Massenbearbeitung gibt es keine Zuweisung mehr für den Zeitraum vom 16.&nbsp;April bis 31.&nbsp;Mai. |",mass-update.md
Availabilities,Verfügbarkeiten,availabilities.md
Create reusable availabilities to define time frames when employees can be scheduled.,"Erstelle wiederverwendbare Verfügbarkeiten, um Zeiträume zu definieren, in denen Mitarbeiter geplant werden können.",availabilities.md
"With availabilities, you can define when a person is not or only partially available for scheduling on specific days or times. You can also further narrow down the restrictions already defined by your planning units' business hours and your people's contracts.","Mit Verfügbarkeiten kannst du festlegen, wenn ein Mitarbeiter an bestimmten Tagen oder zu bestimmten Zeiten nicht oder nur teilweise geplant werden kann. Du kannst zudem die Einschränkungen noch weiter eingrenzen, die die Öffnungszeiten deiner Planungseinheit und die Verträge deiner Mitarbeiter vorgeben.",availabilities.md
You can only insert a shift or activity into the schedule if it fits into the configured time frame. People with no configured availability are considered to be available at all times within your business hours.,"Du kannst eine Schicht oder Aktivität nur dann in den Schichtplan einfügen, wenn sie in den konfigurierten Zeitraum passt. Mitarbeiter ohne konfigurierte Verfügbarkeit gelten innerhalb deiner Öffnungszeiten als jederzeit verfügbar.",availabilities.md
"There are many uses for availabilities, for example:","Es gibt viele Anwendungsmöglichkeiten für Verfügbarkeiten, wie zum Beispiel:",availabilities.md
- Configure fixed working days/times for each week,- Feste Arbeitstage/Zeiten für jede Woche konfigurieren,availabilities.md
- Rotate availabilities across weeks,- Verfügbarkeiten über Wochen hinweg wechseln,availabilities.md
- Configure temporarily available people,- Zeitweise verfügbare Mitarbeiter konfigurieren,availabilities.md
"By default, injixo respects availabilities when creating optimized schedules. Availabilities are not considered when generating the shifts but when shifts are assigned.","Standardmäßig berücksichtigt injixo Verfügbarkeiten bei der Erstellung von optimierten Schichtplänen. Verfügbarkeiten werden nicht beim Erzeugen der Schichten berücksichtigt, sondern beim Zuteilen der Schichten.",availabilities.md
injixo only checks availabilities if the scheduling rule _2611_{:.id-label} is activated. Deactivate this rule to let your people request and be assigned shifts that are longer than their availability.,"injixo überprüft Verfügbarkeiten nur, wenn die Planungsregel _2611_{:.id-label} aktiviert ist. Deaktiviere diese Regel, damit deine Mitarbeiter auch Wünsche für Schichten abgeben und Schichten zugeteilt bekommen können, die länger sind als ihre Verfügbarkeiten.",availabilities.md
## Configure availabilities,## Verfügbarkeiten konfigurieren,availabilities.md
You can configure availabilities in two ways:,"Es gibt zwei Möglichkeiten, Verfügbarkeiten zu konfigurieren:",availabilities.md
- Personal availabilities: Configure temporary or permanent availabilities for individual people in _Plan > Configuration > Employees_{:.breadcrumbs}.,- Persönliche Verfügbarkeiten: Konfiguriere temporäre oder dauerhafte Verfügbarkeiten für einzelne Mitarbeiter unter _Plan > Konfiguration > Mitarbeiter_{:.breadcrumbs}.,availabilities.md
- Day model availabilities: Add availabilities to shift sequences to assign the same availability to several people.,"- Tagesmodell-Verfügbarkeiten: Füge Verfügbarkeiten zu Schichtfolgen hinzu, um mehreren Mitarbeitern die gleiche Verfügbarkeit zuzuweisen.",availabilities.md
"Note: Day model availabilities overwrite personal availabilities, as well as availabilities that have been manually inserted.",Hinweis: Tagesmodell-Verfügbarkeiten überschreiben sowohl persönliche Verfügbarkeiten als auch manuell eingefügte Verfügbarkeiten.,availabilities.md
## Configure fixed working days/times for each week,## Feste Arbeitstage/Zeiten für jede Woche konfigurieren,availabilities.md
Example: A person is only available to work on mornings from 8 AM to noon due to childcare responsibilities on Wednesdays and Fridays. You can configure their availability as follows:,Beispiel: Ein Mitarbeiter kann aufgrund von Kinderbetreuung nur mittwochs und freitags am Vormittag von 08:00&nbsp;Uhr bis 12:00&nbsp;Uhr arbeiten. Du kannst die Verfügbarkeit wie folgt konfigurieren:,availabilities.md
1. Go to _Plan > Configuration > Employees_{:.breadcrumbs}.,1. Gehe zu _Plan > Konfiguration > Mitarbeiter_{:.breadcrumbs}.,availabilities.md
2. Select the person from the list.,2. Wähle den Mitarbeiter aus der Liste aus.,availabilities.md
"3. In the **Availability** section on the right, click the Add icon {% icon item-add | icon-only %}.",3. Klicke im Bereich **Verfügbarkeit** auf das Hinzufügen-Icon {% icon item-add | icon-only %}.,availabilities.md
4. Configure the availability:,4. Konfiguriere die Verfügbarkeit:,availabilities.md
"   - (Optional) **Valid from** and **Valid to**: If the availability is only valid for a certain date range, the dates limit its {% link_new validity period | features/administration/set-a-validity-period.md %}.","   - (Optional) **Gültig vom** und **Gültig bis**: Wenn die Verfügbarkeit nur für einen bestimmten Zeitraum gilt, schränkt dies den {% link_new Gültigkeitszeitraum | features/administration/set-a-validity-period.md %} ein.",availabilities.md
   - **Day Types**: Select Wednesday and Friday. Hold CTRL to select multiple entries.,"   - **Tagestypen**: Wähle Mittwoch und Freitag aus. Halte STRG gedrückt, um mehrere Einträge auszuwählen.",availabilities.md
   - **From**: Enter 8:00.,   - **Von**: Gib 8:00 ein.,availabilities.md
   - **To**: Enter 12:00.,   - **Bis**: Gib 12:00 ein.,availabilities.md
5. Click _OK_{:.doc-button}.,5. Klicke auf _OK_{:.doc-button}.,availabilities.md
## Rotate availabilities across weeks,## Verfügbarkeiten über Wochen hinweg wechseln,availabilities.md
"The following subsections explain how to use availabilities to plan for the following example, or for similar use cases:","In den folgenden Abschnitten erfährst du, wie du mit Hilfe von Verfügbarkeiten wie im folgenden Beispiel oder vergleichbaren Anwendungsfällen deinen Schichtplan erstellen kannst:",availabilities.md
- Your contact center is open from 8&nbsp;AM to 8&nbsp;PM.,- Dein Contact Center ist von 8:00&nbsp;Uhr bis 20:00&nbsp;Uhr geöffnet.,availabilities.md
"- On even weeks, planning unit A works morning shifts and planning unit B works evening shifts.",- In geraden Wochen übernimmt Planungseinheit&nbsp;A die Vormittagsschichten und Planungseinheit&nbsp;B die Abendschichten.,availabilities.md
"- On odd weeks, planning unit B works morning shifts and planning unit A works evening shifts.",- In ungeraden Wochen ist es umgekehrt.,availabilities.md
- The morning shift is from 8&nbsp;AM to 2&nbsp;PM.,- Die Vormittagsschicht geht von 8:00&nbsp;Uhr bis 14:00&nbsp;Uhr.,availabilities.md
- The evening shift is from 2&nbsp;PM to 8&nbsp;PM.,- Die Abendschicht geht von 14:00&nbsp;Uhr bis 20:00&nbsp;Uhr.,availabilities.md
### Create Availability Period day models,### Tagesmodelle vom Typ Verfügbarkeitsrahmen erstellen,availabilities.md
"To {% link_new create day models | features/administration/daymodels/daymodel-creation.md %}, go to _Plan > Configuration > Day models_{:.breadcrumbs} and click the New icon {% icon item-add | icon-only %}.<br>The following example shows how to set up two day models to rotate a morning shift and an evening shift.","Um {% link_new Tagesmodelle zu erstellen | features/administration/daymodels/daymodel-creation.md %}, gehe zu _Plan > Konfiguration > Tagesmodelle_{:.breadcrumbs} und klicke auf das Neu-Icon {% icon item-add | icon-only %}.<br>Das folgende Beispiel zeigt, wie du zwei Tagesmodelle aufsetzt, damit sich eine Vormittagsschicht und eine Abendschicht abwechseln.",availabilities.md
"To configure the day model for the morning shift, proceed as follows:","Um das Tagesmodell für die Vormittagsschicht zu konfigurieren, gehe wie folgt vor:",availabilities.md
1. Create a new day model.,1. Erstelle ein neues Tagesmodell.,availabilities.md
2. Configure the day model:,2. Konfiguriere das Tagesmodell:,availabilities.md
   - **Type**: Select **Availability Period**.,   - **Typ**: Wähle die Option **Verfügbarkeitsrahmen**.,availabilities.md
"   - **Name** and **Abbreviation**: Enter a unique name and abbreviation, e.g. Availability 8&nbsp;AM - 2&nbsp;PM and Avail 8AM-2PM.","   - **Name** und **Kurzbezeichnung**: Gib einen eindeutigen Namen und eine Kurzbezeichnung ein, z.&nbsp;B. Verfügbarkeit 8:00-14:00 und Verf 8-14.",availabilities.md
   - (Optional) **Color**: Select a color to help you identify the day model.,"   - (Optional) **Farbe**: Wähle eine Farbe aus, um das Tagesmodell leichter wiederzuerkennen.",availabilities.md
   - **Availability Period Start**: Enter 8:00.,   - **Verfügbarkeitsrahmen Beginn**: Gib 8:00 ein.,availabilities.md
"   - **Availability Period End**: Enter 14:00.<br> Alternatively, set an **Availability Period Duration**. The maximum value is 48 hours.",   - **Verfügbarkeitsrahmen Ende**: Gib 14:00 ein.<br> Lege alternativ eine **Verfügbarkeitsrahmen Dauer** fest. Der Maximalwert ist 48 Stunden.,availabilities.md
3. Click _OK_{:.doc-button}.,3. Klicke auf _OK_{:.doc-button}.,availabilities.md
"To configure the day model for the evening shift, proceed as follows:","Um das Tagesmodell für die Abendschicht zu konfigurieren, gehe wie folgt vor:",availabilities.md
