en,es,article
   - **Name**: Unique name for the planning unit (max. 50 characters).,   - **Nombre**: nombre único para la unidad de planificación (máximo 50 caracteres).,create-and-manage-planning-units.md
   - **Abbreviation**: Abbreviation for the name (max. 25 characters).,   - **Abreviatura**: abreviatura del nombre (máximo 25 caracteres).,create-and-manage-planning-units.md
   - **Color**: Optional color for the planning unit. You will see the color in Schedules.,   - **Color**: color opcional para la unidad de planificación. Verás el color en Planificar.,create-and-manage-planning-units.md
"   - **Interval**: Influences the level of detail in which data is displayed in Schedules, e.g. coverage and staff requirements. The planning unit interval should not be longer than the interval of your contact and agent status data imports. The drop-down menu shows planning unit intervals in minutes. We recommend using **15&nbsp;minutes**. The interval cannot be changed after saving. Learn more about {% link_new data imports through integrations | features/acd-integration/cloud/how-integrations-work.md %}.","   - **Intervalo**: influencia el nivel de detalle con el que se muestran los datos en Planificar, como la cobertura y los requisitos de personal. El intervalo de la unidad de planificación no debe ser más largo que el intervalo de importación de tus datos de contacto y datos de los estados de los agentes. El menú desplegable muestra los intervalos de las unidades de planificación en minutos. Recomendamos usar **15 minutos**. No podrás modificar el intervalo una vez lo hayas guardado. Aprende más sobre la {% link_new importación de datos a través de integraciones | features/acd-integration/cloud/how-integrations-work.md %}.",create-and-manage-planning-units.md
   - **Parent Planning Unit**: Optional planning unit that contains the planning unit you are creating. Learn more about {% link_new parent planning units | best-practices/how-to-use-virtual-planning-units.md %}.,   - **Unidad de planificación primaria**: unidad de planificación opcional que contiene la unidad de planificación que estás creando. Aprende más sobre las {% link_new unidades de planificación primarias | best-practices/how-to-use-virtual-planning-units.md %}.,create-and-manage-planning-units.md
   - **Time Zone**: Time zone of the planning unit. The time zone cannot be changed after saving the planning unit. Learn more about {% link_new working with time zones | best-practices/working-with-timezones.md %}.,   - **Zona horaria**: zona horaria de la unidad de planificación. No podrás modificar la zona horaria una vez hayas guardado la unidad de planificación. Aprende más sobre cómo {% link_new trabajar con zonas horarias | best-practices/working-with-timezones.md %}.,create-and-manage-planning-units.md
     > Note,     > Atención,create-and-manage-planning-units.md
     >,     >,create-and-manage-planning-units.md
"     > The selected time zone must match the time zone of your workloads in Forecast. Otherwise, you cannot transfer staff requirements for scheduling. An integration will adjust the imported data according to the time zone of your workloads.","     > La zona horaria seleccionada debe coincidir con la zona horaria de tus cargas de trabajo en Forecast. De lo contrario, no podrás transferir requisitos de personal para la planificación. Las integraciones ajustarán los datos importados según la zona horaria de tus cargas de trabajo.",create-and-manage-planning-units.md
4. Click _Ok_{:.doc-button}.,4. Haz clic en _Aceptar_{:.doc-button}.,create-and-manage-planning-units.md
