en,nl,article
"After logging in, users with the {% link_new default agent role | getting-started/default-user-roles.md | #default-user-roles %} will be redirected to their {% link_new Dashboards | features/injixo-me/use-injixo-me/explore-injixo-me.md | #get-an-overview-dashboard %} in Me. Users with {% link_new other roles | getting-started/default-user-roles.md | #default-user-roles %} will be redirected to injixo's start page.",Nadat het aanmelden worden gebruikers met de {% link_new rol standaard agent | getting-started/default-user-roles.md | #standaard-gebruikersrollen %} naar hun {% link_new Dashboards | features/injixo-me/use-injixo-me/explore-injixo-me.md | #een-overzicht-dashboard %} in Me geleid. Gebruikers met {% link_new andere rollen | getting-started/default-user-roles.md | #standaard-gebruikersrollen %} worden naar de startpagina van injixo geleid.,log-in-to-injixo.md
## Log out,## Afmelden,log-in-to-injixo.md
To log out:,Afmelden bij injixo:,log-in-to-injixo.md
- Click the {% icon right_from_bracket %} at the top right in the navigation bar.,- Klik op de {% icon right_from_bracket %} rechtsboven in de navigatiebalk.,log-in-to-injixo.md
> injixo users will be logged out after 12 hours of inactivity.,> Gebruikers van injixo worden na 12 uur inactiviteit afgemeld.,log-in-to-injixo.md
## Reset password,## Wachtwoord resetten,log-in-to-injixo.md
1. Go to the [login screen](https://www.injixo.com/login).,1. Ga naar de [aanmeldpagina](https://www.injixo.com/login).,log-in-to-injixo.md
2. Click **Forgot your password?**,2. Klik op **Wachtwoord vergeten?**,log-in-to-injixo.md
3. Enter your **Email**.,3. Voer je **e-mailadres** in.,log-in-to-injixo.md
4. Click _Send Instructions_{:.doc-button} to receive an email with detailed instructions.,4. Klik op _Instructies sturen_{:.doc-button} om een e-mail met gedetailleerde instructies te ontvangen.,log-in-to-injixo.md
"5. Check your inbox. If you do not find the reset password email, check your spam folder.","5. Controleer je ongelezen e-mails. Als je geen e-mail voor het resetten van je wachtwoord hebt ontvangen, kijk dan de map met ongewenste e-mails.",log-in-to-injixo.md
"After you have changed your password, you will be redirected back to the login screen.","Nadat je je wachtwoord hebt gewijzigd, word je teruggeleid naar de aanmeldpagina.",log-in-to-injixo.md
IP filtering,IP-filter,ip-filtering.md
Learn how to set up IP filtering for your injixo tenant.,Lees hoe je het IP-filter instelt voor je injixo-tenant.,ip-filtering.md
IP filtering is a paid feature. It is not automatically included in your Enterprise or Advanced WFM plan.,Het IP-filter is een betaalde functie. Deze wordt niet automatisch opgenomen in je Enterprise- of Advanced WFM-plan.,ip-filtering.md
"If your organization is interested in this feature, get in touch with your consultant.","Als je organisatie geïnteresseerd is in deze feature, neem dan contact op met je consultant.",ip-filtering.md
IP filtering ensures that your users can access your injixo tenant from specific IP address ranges only. Users with other IP addresses will not be able to access injixo. injixo offers a [network access control list](https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html) (network ACL). Activate the network ACL if you want to allow access to injixo from selected networks only (e.g your organization's network).,Met het IP-filter zorg je ervoor dat je gebruikers alleen vanaf bepaalde IP-adresbereiken toegang hebben tot je injixo-tenant. Gebruikers met andere IP-adressen hebben geen toegang tot injixo. injixo beschikt over een [netwerktoegangsbeheerlijst](https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html) (netwerk-ACL). Activeer de netwerk-ACL als je wilt dat gebruikers alleen vanaf geselecteerde netwerken (bijvoorbeeld dat van je organisatie) toegang hebben tot injixo.,ip-filtering.md
## Activate IP filtering,## Het IP-filter inschakelen,ip-filtering.md
Only users with admin access can activate IP filtering.,Alleen gebruikers met admintoegang kunnen het IP-filter inschakelen.,ip-filtering.md
> Note,> Opmerking,ip-filtering.md
>,>,ip-filtering.md
"> When you activate IP filtering, all active users are logged out. Depending on the product area, the time frame varies:","> Als je het IP-filter inschakelt, worden alle actieve gebruikers afgemeld. De tijdsperiode varieert afhankelijk van de plaats in het product:",ip-filtering.md
> - Logout can be immediate,> - Gebruikers worden direct afgemeld,ip-filtering.md
> - Logout happens when data is next loaded or stored,> - Gebruikers worden afgemeld zodra gegevens opnieuw worden geladen of opgeslagen,ip-filtering.md
> - Logout is timed (only in Shift Center accessible via _Plan > Shift Center_{:.breadcrumbs}),> - Afmelding is getimed (alleen toegankelijk in het Dienstrooster-Center via _Plan > Dienstrooster-Center_{:.breadcrumbs}),ip-filtering.md
>,>,ip-filtering.md
"> To continue working with injixo, users will have to log in again.","> Om verder te werken met injixo, moeten alle gebruikers zich opnieuw aanmelden.",ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Ga naar _Account > Beveiliging_{:.breadcrumbs} en scrol naar de sectie **IP-filter**.,ip-filtering.md
"2. In the **IP address range** field(s), enter the IP address ranges in the [CIDR format](https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing#:~:text=CIDR%20notation%20specifies%20an%20IP,bits). You can add up to three IP address ranges.","2. Voer in de velden voor het **IP-adresbereik** de IP-adresbereiken in [CIDR-formaat](https://en.wikipedia.org/wiki/Classless_Inter-Domain_Routing#:~:text=CIDR%20notation%20specifies%20an%20IP,bits) in. Je kunt maximaal drie IP-adresbereiken invoeren.",ip-filtering.md
3. Click _Activate filtering_{:.doc-button}.,3. Klik op _Filter inschakelen_{:.doc-button}.,ip-filtering.md
IP filtering only affects UI interactions. The optionally available Shift Center via direct URL is currently not affected by IP filtering.,Het IP-filter heeft alleen invloed op UI-interacties. Het optioneel beschikbare Dienstrooster-Center via de directe URL wordt momenteel niet door het IP-filter beïnvloed.,ip-filtering.md
## Edit the IP address ranges,## De IP-adresbereiken bewerken,ip-filtering.md
> Note,> Opmerking,ip-filtering.md
>,>,ip-filtering.md
"> If you edit the IP address ranges, all users will be logged out when they next interact with injixo. To continue working with injixo, users will have to log in again.","> Als je de IP-adresbereiken bewerkt, worden alle gebruikers uitgelogd zodra ze injixo de volgende keer openen. Om verder te werken met injixo, moeten alle gebruikers zich opnieuw aanmelden.",ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Ga naar _Account > Beveiliging_{:.breadcrumbs} en scrol naar de sectie **IP-filter**.,ip-filtering.md
2. Edit the IP address ranges.,2. Bewerk de IP-adresbereiken.,ip-filtering.md
3. Click _Save_{:.doc-button}.,3. Klik op _Opslaan_{:.doc-button}.,ip-filtering.md
## Deactivate IP filtering,## Het IP-filter uitschakelen,ip-filtering.md
1. Go to _Account > Security_{:.breadcrumbs} and scroll to the **IP filtering** section.,1. Ga naar _Account > Beveiliging_{:.breadcrumbs} en scrol naar de sectie **IP-filter**.,ip-filtering.md
2. Delete the IP address ranges.,2. Bewerk de IP-adresbereiken.,ip-filtering.md
3. Click _Deactivate filtering_{:.doc-button}.,3. Klik op _Filter uitschakelen_{:.doc-button}.,ip-filtering.md
"After deactivating IP filtering, users will be able to access injixo from any IP address.","Nadat je het IP-filter hebt uitgeschakeld, kunnen gebruikers injixo vanaf elk IP-adres bereiken.",ip-filtering.md
> Note,> Opmerking,ip-filtering.md
>,>,ip-filtering.md
"> If you deactivate IP filtering, all users will be logged out. To continue working with injixo, users will have to log in again.","> Als je het IP-filter uitschakelt, worden alle gebruikers afgemeld. Om verder te werken met injixo, moeten alle gebruikers zich opnieuw aanmelden.",ip-filtering.md
Default user roles,Standaard gebruikersrollen,default-user-roles.md
Learn about the access rights of default user roles in injixo.,Lees meer over de toegangsrechten van standaard gebruikersrollen in injixo.,default-user-roles.md
## Default user roles,## Standaard gebruikersrollen,default-user-roles.md
"In each role category, injixo provides one default user role with pre-defined access rights. In injixo Advanced and Enterprise WFM, you can customize the default user roles and/or {% link_new add your own user roles | getting-started/configure-user-roles.md %}. Note: The Other role category does not have a default user role.",Voor elke gebruikersrol heeft injixo een standaard gebruikersrol met vooraf gedefinieerde toegangsrechten. In injixo Advanced en Enterprise WFM kun je de standaard gebruikersrollen aanpassen en/of {% link_new je eigen gebruikersrollen toevoegen | getting-started/configure-user-roles.md %}. Opmerking: De rolcategorie Overigen heeft geen standaard gebruikersrol.,default-user-roles.md
| **Role category**     | **Default access rights**                                                                                                                                                                    |,| **Rolcategorie**                | **Standaard toegangsrechten**                                                                                                                                                                      |,default-user-roles.md
| --------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------- |,| ----------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------ |,default-user-roles.md
